t,feature_0,feature_1,feature_2,feature_3,feature_4,event_indicator,time_to_event,run_id,split,seed
12,0.498,0.022,0.48,24.72,1.0,1,2,sir_graph_seed_59,val,59
13,0.586,0.026,0.388,24.72,1.0,1,1,sir_graph_seed_59,val,59
14,0.672,0.03,0.298,24.72,1.0,1,0,sir_graph_seed_59,val,59
0,0.004,0.0,0.996,24.82,2.0,1,16,sir_graph_seed_60,val,60
1,0.008,0.0,0.992,24.82,2.0,1,15,sir_graph_seed_60,val,60
2,0.008,0.0,0.992,24.82,2.0,1,14,sir_graph_seed_60,val,60
3,0.01,0.0,0.99,24.82,2.0,1,13,sir_graph_seed_60,val,60
4,0.014,0.0,0.986,24.82,2.0,1,12,sir_graph_seed_60,val,60
5,0.016,0.0,0.984,24.82,2.0,1,11,sir_graph_seed_60,val,60
6,0.026,0.0,0.974,24.82,1.0,1,10,sir_graph_seed_60,val,60
7,0.04,0.0,0.96,24.82,1.0,1,9,sir_graph_seed_60,val,60
8,0.06,0.0,0.94,24.82,1.0,1,8,sir_graph_seed_60,val,60
9,0.092,0.0,0.908,24.82,1.0,1,7,sir_graph_seed_60,val,60
10,0.134,0.0,0.866,24.82,1.0,1,6,sir_graph_seed_60,val,60
11,0.206,0.0,0.794,24.82,1.0,1,5,sir_graph_seed_60,val,60
12,0.29,0.004,0.706,24.82,1.0,1,4,sir_graph_seed_60,val,60
13,0.358,0.006,0.636,24.82,1.0,1,3,sir_graph_seed_60,val,60
14,0.428,0.01,0.562,24.82,1.0,1,2,sir_graph_seed_60,val,60
15,0.526,0.012,0.462,24.82,1.0,1,1,sir_graph_seed_60,val,60
16,0.634,0.018,0.348,24.82,1.0,1,0,sir_graph_seed_60,val,60
0,0.004,0.0,0.996,24.572,2.0,1,15,sir_graph_seed_61,val,61
1,0.006,0.0,0.994,24.572,2.0,1,14,sir_graph_seed_61,val,61
2,0.012,0.0,0.988,24.572,2.0,1,13,sir_graph_seed_61,val,61
3,0.02,0.0,0.98,24.572,2.0,1,12,sir_graph_seed_61,val,61
4,0.032,0.0,0.968,24.572,1.0,1,11,sir_graph_seed_61,val,61
5,0.046,0.0,0.954,24.572,1.0,1,10,sir_graph_seed_61,val,61
6,0.066,0.0,0.934,24.572,1.0,1,9,sir_graph_seed_61,val,61
7,0.09,0.002,0.908,24.572,1.0,1,8,sir_graph_seed_61,val,61
8,0.116,0.004,0.88,24.572,1.0,1,7,sir_graph_seed_61,val,61
9,0.166,0.004,0.83,24.572,1.0,1,6,sir_graph_seed_61,val,61
10,0.216,0.004,0.78,24.572,1.0,1,5,sir_graph_seed_61,val,61
11,0.29,0.004,0.706,24.572,1.0,1,4,sir_graph_seed_61,val,61
12,0.384,0.008,0.608,24.572,1.0,1,3,sir_graph_seed_61,val,61
13,0.48,0.012,0.508,24.572,1.0,1,2,sir_graph_seed_61,val,61
14,0.596,0.02,0.384,24.572,1.0,1,1,sir_graph_seed_61,val,61
15,0.688,0.028,0.284,24.572,1.0,1,0,sir_graph_seed_61,val,61
0,0.004,0.0,0.996,24.892,2.0,1,17,sir_graph_seed_62,val,62
1,0.004,0.0,0.996,24.892,2.0,1,16,sir_graph_seed_62,val,62
2,0.004,0.0,0.996,24.892,2.0,1,15,sir_graph_seed_62,val,62
3,0.006,0.0,0.994,24.892,2.0,1,14,sir_graph_seed_62,val,62
4,0.008,0.0,0.992,24.892,2.0,1,13,sir_graph_seed_62,val,62
5,0.014,0.0,0.986,24.892,2.0,1,12,sir_graph_seed_62,val,62
6,0.018,0.0,0.982,24.892,2.0,1,11,sir_graph_seed_62,val,62
7,0.028,0.0,0.972,24.892,2.0,1,10,sir_graph_seed_62,val,62
8,0.04,0.0,0.96,24.892,1.0,1,9,sir_graph_seed_62,val,62
9,0.064,0.0,0.936,24.892,1.0,1,8,sir_graph_seed_62,val,62
10,0.084,0.002,0.914,24.892,1.0,1,7,sir_graph_seed_62,val,62
11,0.124,0.002,0.874,24.892,1.0,1,6,sir_graph_seed_62,val,62
12,0.172,0.004,0.824,24.892,1.0,1,5,sir_graph_seed_62,val,62
13,0.238,0.006,0.756,24.892,1.0,1,4,sir_graph_seed_62,val,62
14,0.326,0.006,0.668,24.892,1.0,1,3,sir_graph_seed_62,val,62
15,0.418,0.006,0.576,24.892,1.0,1,2,sir_graph_seed_62,val,62
16,0.492,0.012,0.496,24.892,1.0,1,1,sir_graph_seed_62,val,62
17,0.6,0.012,0.388,24.892,1.0,1,0,sir_graph_seed_62,val,62
0,0.004,0.0,0.996,25.208,2.0,1,17,sir_graph_seed_63,val,63
1,0.004,0.0,0.996,25.208,2.0,1,16,sir_graph_seed_63,val,63
2,0.006,0.0,0.994,25.208,2.0,1,15,sir_graph_seed_63,val,63
3,0.01,0.0,0.99,25.208,2.0,1,14,sir_graph_seed_63,val,63
4,0.016,0.0,0.984,25.208,1.0,1,13,sir_graph_seed_63,val,63
5,0.018,0.0,0.982,25.208,1.0,1,12,sir_graph_seed_63,val,63
6,0.024,0.002,0.974,25.208,2.0,1,11,sir_graph_seed_63,val,63
7,0.034,0.002,0.964,25.208,2.0,1,10,sir_graph_seed_63,val,63
8,0.058,0.004,0.938,25.208,1.0,1,9,sir_graph_seed_63,val,63
9,0.074,0.004,0.922,25.208,1.0,1,8,sir_graph_seed_63,val,63
10,0.106,0.004,0.89,25.208,1.0,1,7,sir_graph_seed_63,val,63
11,0.172,0.006,0.822,25.208,1.0,1,6,sir_graph_seed_63,val,63
12,0.246,0.006,0.748,25.208,1.0,1,5,sir_graph_seed_63,val,63
13,0.316,0.006,0.678,25.208,1.0,1,4,sir_graph_seed_63,val,63
14,0.404,0.01,0.586,25.208,1.0,1,3,sir_graph_seed_63,val,63
15,0.492,0.018,0.49,25.208,1.0,1,2,sir_graph_seed_63,val,63
16,0.586,0.028,0.386,25.208,1.0,1,1,sir_graph_seed_63,val,63
17,0.658,0.036,0.306,25.208,1.0,1,0,sir_graph_seed_63,val,63
0,0.004,0.0,0.996,24.892,2.0,1,17,sir_graph_seed_64,val,64
1,0.004,0.0,0.996,24.892,2.0,1,16,sir_graph_seed_64,val,64
2,0.004,0.0,0.996,24.892,2.0,1,15,sir_graph_seed_64,val,64
3,0.004,0.0,0.996,24.892,2.0,1,14,sir_graph_seed_64,val,64
4,0.01,0.0,0.99,24.892,2.0,1,13,sir_graph_seed_64,val,64
5,0.012,0.0,0.988,24.892,2.0,1,12,sir_graph_seed_64,val,64
6,0.02,0.0,0.98,24.892,2.0,1,11,sir_graph_seed_64,val,64
7,0.03,0.0,0.97,24.892,1.0,1,10,sir_graph_seed_64,val,64
8,0.044,0.0,0.956,24.892,1.0,1,9,sir_graph_seed_64,val,64
9,0.064,0.0,0.936,24.892,1.0,1,8,sir_graph_seed_64,val,64
10,0.098,0.0,0.902,24.892,1.0,1,7,sir_graph_seed_64,val,64
11,0.142,0.002,0.856,24.892,2.0,1,6,sir_graph_seed_64,val,64
12,0.204,0.002,0.794,24.892,1.0,1,5,sir_graph_seed_64,val,64
13,0.28,0.006,0.714,24.892,1.0,1,4,sir_graph_seed_64,val,64
14,0.38,0.012,0.608,24.892,1.0,1,3,sir_graph_seed_64,val,64
15,0.46,0.018,0.522,24.892,1.0,1,2,sir_graph_seed_64,val,64
16,0.566,0.026,0.408,24.892,1.0,1,1,sir_graph_seed_64,val,64
17,0.638,0.03,0.332,24.892,1.0,1,0,sir_graph_seed_64,val,64
0,0.004,0.0,0.996,25.016,2.0,1,14,sir_graph_seed_65,val,65
1,0.006,0.002,0.992,25.016,2.0,1,13,sir_graph_seed_65,val,65
2,0.01,0.002,0.988,25.016,1.0,1,12,sir_graph_seed_65,val,65
3,0.016,0.002,0.982,25.016,1.0,1,11,sir_graph_seed_65,val,65
4,0.024,0.002,0.974,25.016,1.0,1,10,sir_graph_seed_65,val,65
5,0.028,0.004,0.968,25.016,1.0,1,9,sir_graph_seed_65,val,65
6,0.048,0.004,0.948,25.016,1.0,1,8,sir_graph_seed_65,val,65
7,0.088,0.004,0.908,25.016,1.0,1,7,sir_graph_seed_65,val,65
8,0.122,0.004,0.874,25.016,1.0,1,6,sir_graph_seed_65,val,65
9,0.196,0.006,0.798,25.016,1.0,1,5,sir_graph_seed_65,val,65
10,0.274,0.006,0.72,25.016,1.0,1,4,sir_graph_seed_65,val,65
11,0.372,0.008,0.62,25.016,1.0,1,3,sir_graph_seed_65,val,65
12,0.466,0.01,0.524,25.016,1.0,1,2,sir_graph_seed_65,val,65
13,0.56,0.016,0.424,25.016,1.0,1,1,sir_graph_seed_65,val,65
14,0.664,0.02,0.316,25.016,1.0,1,0,sir_graph_seed_65,val,65
0,0.004,0.0,0.996,24.976,2.0,1,13,sir_graph_seed_66,val,66
1,0.008,0.0,0.992,24.976,2.0,1,12,sir_graph_seed_66,val,66
2,0.012,0.0,0.988,24.976,2.0,1,11,sir_graph_seed_66,val,66
3,0.02,0.0,0.98,24.976,1.0,1,10,sir_graph_seed_66,val,66
4,0.036,0.0,0.964,24.976,1.0,1,9,sir_graph_seed_66,val,66
5,0.068,0.0,0.932,24.976,1.0,1,8,sir_graph_seed_66,val,66
6,0.098,0.002,0.9,24.976,1.0,1,7,sir_graph_seed_66,val,66
7,0.15,0.004,0.846,24.976,1.0,1,6,sir_graph_seed_66,val,66
8,0.198,0.01,0.792,24.976,1.0,1,5,sir_graph_seed_66,val,66
9,0.28,0.012,0.708,24.976,1.0,1,4,sir_graph_seed_66,val,66
10,0.38,0.014,0.606,24.976,1.0,1,3,sir_graph_seed_66,val,66
11,0.478,0.022,0.5,24.976,1.0,1,2,sir_graph_seed_66,val,66
12,0.558,0.022,0.42,24.976,1.0,1,1,sir_graph_seed_66,val,66
13,0.644,0.03,0.326,24.976,1.0,1,0,sir_graph_seed_66,val,66
0,0.004,0.0,0.996,25.236,2.0,1,14,sir_graph_seed_67,val,67
1,0.008,0.0,0.992,25.236,2.0,1,13,sir_graph_seed_67,val,67
2,0.014,0.0,0.986,25.236,1.0,1,12,sir_graph_seed_67,val,67
3,0.018,0.0,0.982,25.236,1.0,1,11,sir_graph_seed_67,val,67
4,0.024,0.0,0.976,25.236,1.0,1,10,sir_graph_seed_67,val,67
5,0.036,0.0,0.964,25.236,1.0,1,9,sir_graph_seed_67,val,67
6,0.05,0.0,0.95,25.236,1.0,1,8,sir_graph_seed_67,val,67
7,0.074,0.0,0.926,25.236,1.0,1,7,sir_graph_seed_67,val,67
8,0.102,0.002,0.896,25.236,1.0,1,6,sir_graph_seed_67,val,67
9,0.136,0.002,0.862,25.236,1.0,1,5,sir_graph_seed_67,val,67
10,0.194,0.002,0.804,25.236,1.0,1,4,sir_graph_seed_67,val,67
11,0.3,0.004,0.696,25.236,1.0,1,3,sir_graph_seed_67,val,67
12,0.404,0.006,0.59,25.236,1.0,1,2,sir_graph_seed_67,val,67
13,0.496,0.008,0.496,25.236,1.0,1,1,sir_graph_seed_67,val,67
14,0.62,0.016,0.364,25.236,1.0,1,0,sir_graph_seed_67,val,67
0,0.004,0.0,0.996,24.972,1.0,1,18,sir_graph_seed_68,val,68
1,0.006,0.0,0.994,24.972,1.0,1,17,sir_graph_seed_68,val,68
2,0.008,0.0,0.992,24.972,1.0,1,16,sir_graph_seed_68,val,68
3,0.012,0.0,0.988,24.972,1.0,1,15,sir_graph_seed_68,val,68
4,0.016,0.0,0.984,24.972,1.0,1,14,sir_graph_seed_68,val,68
5,0.022,0.0,0.978,24.972,1.0,1,13,sir_graph_seed_68,val,68
6,0.026,0.002,0.972,24.972,1.0,1,12,sir_graph_seed_68,val,68
7,0.032,0.004,0.964,24.972,1.0,1,11,sir_graph_seed_68,val,68
8,0.042,0.004,0.954,24.972,1.0,1,10,sir_graph_seed_68,val,68
9,0.062,0.004,0.934,24.972,1.0,1,9,sir_graph_seed_68,val,68
10,0.078,0.004,0.918,24.972,1.0,1,8,sir_graph_seed_68,val,68
11,0.12,0.004,0.876,24.972,1.0,1,7,sir_graph_seed_68,val,68
12,0.168,0.004,0.828,24.972,1.0,1,6,sir_graph_seed_68,val,68
13,0.212,0.004,0.784,24.972,1.0,1,5,sir_graph_seed_68,val,68
14,0.284,0.01,0.706,24.972,1.0,1,4,sir_graph_seed_68,val,68
15,0.382,0.01,0.608,24.972,1.0,1,3,sir_graph_seed_68,val,68
16,0.456,0.014,0.53,24.972,1.0,1,2,sir_graph_seed_68,val,68
17,0.554,0.016,0.43,24.972,1.0,1,1,sir_graph_seed_68,val,68
18,0.648,0.018,0.334,24.972,1.0,1,0,sir_graph_seed_68,val,68
0,0.004,0.0,0.996,25.3,2.0,1,14,sir_graph_seed_69,val,69
1,0.01,0.0,0.99,25.3,1.0,1,13,sir_graph_seed_69,val,69
2,0.018,0.0,0.982,25.3,1.0,1,12,sir_graph_seed_69,val,69
3,0.022,0.0,0.978,25.3,1.0,1,11,sir_graph_seed_69,val,69
4,0.028,0.0,0.972,25.3,1.0,1,10,sir_graph_seed_69,val,69
5,0.038,0.0,0.962,25.3,1.0,1,9,sir_graph_seed_69,val,69
6,0.062,0.0,0.938,25.3,1.0,1,8,sir_graph_seed_69,val,69
7,0.094,0.0,0.906,25.3,1.0,1,7,sir_graph_seed_69,val,69
8,0.142,0.002,0.856,25.3,1.0,1,6,sir_graph_seed_69,val,69
9,0.192,0.006,0.802,25.3,1.0,1,5,sir_graph_seed_69,val,69
10,0.25,0.008,0.742,25.3,1.0,1,4,sir_graph_seed_69,val,69
11,0.318,0.012,0.67,25.3,1.0,1,3,sir_graph_seed_69,val,69
12,0.412,0.014,0.574,25.3,1.0,1,2,sir_graph_seed_69,val,69
13,0.518,0.024,0.458,25.3,1.0,1,1,sir_graph_seed_69,val,69
14,0.626,0.03,0.344,25.3,1.0,1,0,sir_graph_seed_69,val,69
0,0.004,0.0,0.996,25.524,2.0,1,15,sir_graph_seed_70,test,70
1,0.008,0.0,0.992,25.524,1.0,1,14,sir_graph_seed_70,test,70
2,0.012,0.0,0.988,25.524,1.0,1,13,sir_graph_seed_70,test,70
3,0.02,0.0,0.98,25.524,1.0,1,12,sir_graph_seed_70,test,70
4,0.028,0.0,0.972,25.524,1.0,1,11,sir_graph_seed_70,test,70
5,0.036,0.002,0.962,25.524,1.0,1,10,sir_graph_seed_70,test,70
6,0.052,0.002,0.946,25.524,1.0,1,9,sir_graph_seed_70,test,70
7,0.066,0.002,0.932,25.524,1.0,1,8,sir_graph_seed_70,test,70
8,0.092,0.002,0.906,25.524,1.0,1,7,sir_graph_seed_70,test,70
9,0.146,0.002,0.852,25.524,1.0,1,6,sir_graph_seed_70,test,70
10,0.194,0.004,0.802,25.524,1.0,1,5,sir_graph_seed_70,test,70
11,0.262,0.008,0.73,25.524,1.0,1,4,sir_graph_seed_70,test,70
12,0.338,0.008,0.654,25.524,1.0,1,3,sir_graph_seed_70,test,70
13,0.45,0.012,0.538,25.524,1.0,1,2,sir_graph_seed_70,test,70
14,0.552,0.016,0.432,25.524,1.0,1,1,sir_graph_seed_70,test,70
15,0.64,0.024,0.336,25.524,1.0,1,0,sir_graph_seed_70,test,70
0,0.004,0.0,0.996,25.312,2.0,1,14,sir_graph_seed_71,test,71
1,0.004,0.0,0.996,25.312,2.0,1,13,sir_graph_seed_71,test,71
2,0.01,0.0,0.99,25.312,2.0,1,12,sir_graph_seed_71,test,71
3,0.016,0.0,0.984,25.312,1.0,1,11,sir_graph_seed_71,test,71
4,0.026,0.0,0.974,25.312,1.0,1,10,sir_graph_seed_71,test,71
5,0.038,0.0,0.962,25.312,1.0,1,9,sir_graph_seed_71,test,71
6,0.052,0.0,0.948,25.312,1.0,1,8,sir_graph_seed_71,test,71
7,0.084,0.0,0.916,25.312,1.0,1,7,sir_graph_seed_71,test,71
8,0.114,0.002,0.884,25.312,1.0,1,6,sir_graph_seed_71,test,71
9,0.16,0.006,0.834,25.312,1.0,1,5,sir_graph_seed_71,test,71
10,0.228,0.006,0.766,25.312,1.0,1,4,sir_graph_seed_71,test,71
11,0.324,0.008,0.668,25.312,1.0,1,3,sir_graph_seed_71,test,71
12,0.432,0.01,0.558,25.312,1.0,1,2,sir_graph_seed_71,test,71
13,0.536,0.012,0.452,25.312,1.0,1,1,sir_graph_seed_71,test,71
14,0.618,0.018,0.364,25.312,1.0,1,0,sir_graph_seed_71,test,71
0,0.004,0.0,0.996,24.948,2.0,1,17,sir_graph_seed_72,test,72
1,0.004,0.0,0.996,24.948,2.0,1,16,sir_graph_seed_72,test,72
2,0.006,0.0,0.994,24.948,2.0,1,15,sir_graph_seed_72,test,72
3,0.008,0.0,0.992,24.948,1.0,1,14,sir_graph_seed_72,test,72
4,0.012,0.0,0.988,24.948,1.0,1,13,sir_graph_seed_72,test,72
5,0.016,0.0,0.984,24.948,1.0,1,12,sir_graph_seed_72,test,72
6,0.02,0.0,0.98,24.948,1.0,1,11,sir_graph_seed_72,test,72
7,0.034,0.0,0.966,24.948,1.0,1,10,sir_graph_seed_72,test,72
8,0.05,0.002,0.948,24.948,1.0,1,9,sir_graph_seed_72,test,72
9,0.082,0.002,0.916,24.948,1.0,1,8,sir_graph_seed_72,test,72
10,0.122,0.002,0.876,24.948,1.0,1,7,sir_graph_seed_72,test,72
11,0.168,0.004,0.828,24.948,1.0,1,6,sir_graph_seed_72,test,72
12,0.224,0.008,0.768,24.948,1.0,1,5,sir_graph_seed_72,test,72
13,0.306,0.008,0.686,24.948,1.0,1,4,sir_graph_seed_72,test,72
14,0.38,0.018,0.602,24.948,1.0,1,3,sir_graph_seed_72,test,72
15,0.484,0.022,0.494,24.948,1.0,1,2,sir_graph_seed_72,test,72
16,0.598,0.022,0.38,24.948,1.0,1,1,sir_graph_seed_72,test,72
17,0.688,0.028,0.284,24.948,1.0,1,0,sir_graph_seed_72,test,72
0,0.004,0.0,0.996,24.744,2.0,1,14,sir_graph_seed_73,test,73
1,0.006,0.0,0.994,24.744,2.0,1,13,sir_graph_seed_73,test,73
2,0.01,0.0,0.99,24.744,2.0,1,12,sir_graph_seed_73,test,73
3,0.014,0.0,0.986,24.744,2.0,1,11,sir_graph_seed_73,test,73
4,0.024,0.0,0.976,24.744,1.0,1,10,sir_graph_seed_73,test,73
5,0.056,0.0,0.944,24.744,1.0,1,9,sir_graph_seed_73,test,73
6,0.08,0.0,0.92,24.744,1.0,1,8,sir_graph_seed_73,test,73
7,0.12,0.0,0.88,24.744,1.0,1,7,sir_graph_seed_73,test,73
8,0.178,0.0,0.822,24.744,1.0,1,6,sir_graph_seed_73,test,73
9,0.252,0.0,0.748,24.744,1.0,1,5,sir_graph_seed_73,test,73
10,0.316,0.006,0.678,24.744,1.0,1,4,sir_graph_seed_73,test,73
11,0.412,0.012,0.576,24.744,1.0,1,3,sir_graph_seed_73,test,73
12,0.506,0.016,0.478,24.744,1.0,1,2,sir_graph_seed_73,test,73
13,0.594,0.02,0.386,24.744,1.0,1,1,sir_graph_seed_73,test,73
14,0.682,0.034,0.284,24.744,1.0,1,0,sir_graph_seed_73,test,73
0,0.004,0.0,0.996,24.856,2.0,1,14,sir_graph_seed_74,test,74
1,0.008,0.0,0.992,24.856,2.0,1,13,sir_graph_seed_74,test,74
2,0.012,0.0,0.988,24.856,2.0,1,12,sir_graph_seed_74,test,74
3,0.02,0.0,0.98,24.856,2.0,1,11,sir_graph_seed_74,test,74
4,0.038,0.0,0.962,24.856,2.0,1,10,sir_graph_seed_74,test,74
5,0.056,0.0,0.944,24.856,1.0,1,9,sir_graph_seed_74,test,74
6,0.078,0.0,0.922,24.856,1.0,1,8,sir_graph_seed_74,test,74
7,0.116,0.0,0.884,24.856,1.0,1,7,sir_graph_seed_74,test,74
8,0.152,0.004,0.844,24.856,1.0,1,6,sir_graph_seed_74,test,74
9,0.226,0.004,0.77,24.856,1.0,1,5,sir_graph_seed_74,test,74
10,0.298,0.004,0.698,24.856,1.0,1,4,sir_graph_seed_74,test,74
11,0.384,0.008,0.608,24.856,1.0,1,3,sir_graph_seed_74,test,74
12,0.45,0.016,0.534,24.856,1.0,1,2,sir_graph_seed_74,test,74
13,0.544,0.018,0.438,24.856,1.0,1,1,sir_graph_seed_74,test,74
14,0.634,0.03,0.336,24.856,1.0,1,0,sir_graph_seed_74,test,74
0,0.004,0.0,0.996,24.684,2.0,1,15,sir_graph_seed_75,test,75
1,0.008,0.0,0.992,24.684,1.0,1,14,sir_graph_seed_75,test,75
2,0.014,0.0,0.986,24.684,1.0,1,13,sir_graph_seed_75,test,75
3,0.024,0.0,0.976,24.684,1.0,1,12,sir_graph_seed_75,test,75
4,0.032,0.0,0.968,24.684,1.0,1,11,sir_graph_seed_75,test,75
5,0.044,0.0,0.956,24.684,1.0,1,10,sir_graph_seed_75,test,75
6,0.066,0.0,0.934,24.684,1.0,1,9,sir_graph_seed_75,test,75
7,0.078,0.002,0.92,24.684,1.0,1,8,sir_graph_seed_75,test,75
8,0.11,0.002,0.888,24.684,1.0,1,7,sir_graph_seed_75,test,75
9,0.158,0.002,0.84,24.684,1.0,1,6,sir_graph_seed_75,test,75
10,0.212,0.006,0.782,24.684,1.0,1,5,sir_graph_seed_75,test,75
11,0.266,0.006,0.728,24.684,1.0,1,4,sir_graph_seed_75,test,75
12,0.334,0.008,0.658,24.684,1.0,1,3,sir_graph_seed_75,test,75
13,0.442,0.014,0.544,24.684,1.0,1,2,sir_graph_seed_75,test,75
14,0.568,0.018,0.414,24.684,1.0,1,1,sir_graph_seed_75,test,75
15,0.654,0.022,0.324,24.684,1.0,1,0,sir_graph_seed_75,test,75
0,0.004,0.0,0.996,24.776,2.0,1,20,sir_graph_seed_76,test,76
1,0.006,0.0,0.994,24.776,2.0,1,19,sir_graph_seed_76,test,76
2,0.008,0.0,0.992,24.776,2.0,1,18,sir_graph_seed_76,test,76
3,0.008,0.0,0.992,24.776,2.0,1,17,sir_graph_seed_76,test,76
4,0.01,0.0,0.99,24.776,2.0,1,16,sir_graph_seed_76,test,76
5,0.012,0.0,0.988,24.776,2.0,1,15,sir_graph_seed_76,test,76
6,0.014,0.0,0.986,24.776,2.0,1,14,sir_graph_seed_76,test,76
7,0.018,0.0,0.982,24.776,2.0,1,13,sir_graph_seed_76,test,76
8,0.022,0.002,0.976,24.776,1.0,1,12,sir_graph_seed_76,test,76
9,0.032,0.002,0.966,24.776,1.0,1,11,sir_graph_seed_76,test,76
10,0.052,0.002,0.946,24.776,1.0,1,10,sir_graph_seed_76,test,76
11,0.084,0.002,0.914,24.776,1.0,1,9,sir_graph_seed_76,test,76
12,0.114,0.002,0.884,24.776,1.0,1,8,sir_graph_seed_76,test,76
13,0.156,0.002,0.842,24.776,1.0,1,7,sir_graph_seed_76,test,76
14,0.206,0.004,0.79,24.776,1.0,1,6,sir_graph_seed_76,test,76
15,0.258,0.006,0.736,24.776,1.0,1,5,sir_graph_seed_76,test,76
16,0.312,0.008,0.68,24.776,1.0,1,4,sir_graph_seed_76,test,76
17,0.39,0.01,0.6,24.776,1.0,1,3,sir_graph_seed_76,test,76
18,0.49,0.012,0.498,24.776,1.0,1,2,sir_graph_seed_76,test,76
19,0.594,0.018,0.388,24.776,1.0,1,1,sir_graph_seed_76,test,76
20,0.674,0.026,0.3,24.776,1.0,1,0,sir_graph_seed_76,test,76
0,0.004,0.0,0.996,24.96,2.0,1,18,sir_graph_seed_77,test,77
1,0.006,0.0,0.994,24.96,2.0,1,17,sir_graph_seed_77,test,77
2,0.006,0.0,0.994,24.96,2.0,1,16,sir_graph_seed_77,test,77
3,0.004,0.002,0.994,24.96,2.0,1,15,sir_graph_seed_77,test,77
4,0.012,0.002,0.986,24.96,2.0,1,14,sir_graph_seed_77,test,77
5,0.018,0.002,0.98,24.96,2.0,1,13,sir_graph_seed_77,test,77
6,0.026,0.002,0.972,24.96,1.0,1,12,sir_graph_seed_77,test,77
7,0.032,0.002,0.966,24.96,1.0,1,11,sir_graph_seed_77,test,77
8,0.036,0.002,0.962,24.96,1.0,1,10,sir_graph_seed_77,test,77
9,0.054,0.002,0.944,24.96,1.0,1,9,sir_graph_seed_77,test,77
10,0.076,0.002,0.922,24.96,1.0,1,8,sir_graph_seed_77,test,77
11,0.108,0.004,0.888,24.96,1.0,1,7,sir_graph_seed_77,test,77
12,0.16,0.006,0.834,24.96,1.0,1,6,sir_graph_seed_77,test,77
13,0.216,0.016,0.768,24.96,1.0,1,5,sir_graph_seed_77,test,77
14,0.28,0.02,0.7,24.96,1.0,1,4,sir_graph_seed_77,test,77
15,0.374,0.022,0.604,24.96,1.0,1,3,sir_graph_seed_77,test,77
16,0.448,0.028,0.524,24.96,1.0,1,2,sir_graph_seed_77,test,77
17,0.562,0.03,0.408,24.96,1.0,1,1,sir_graph_seed_77,test,77
18,0.68,0.032,0.288,24.96,1.0,1,0,sir_graph_seed_77,test,77
0,0.004,0.0,0.996,24.516,2.0,1,17,sir_graph_seed_78,test,78
1,0.004,0.0,0.996,24.516,2.0,1,16,sir_graph_seed_78,test,78
2,0.006,0.0,0.994,24.516,2.0,1,15,sir_graph_seed_78,test,78
3,0.006,0.0,0.994,24.516,2.0,1,14,sir_graph_seed_78,test,78
4,0.006,0.0,0.994,24.516,2.0,1,13,sir_graph_seed_78,test,78
5,0.02,0.0,0.98,24.516,1.0,1,12,sir_graph_seed_78,test,78
6,0.026,0.0,0.974,24.516,1.0,1,11,sir_graph_seed_78,test,78
7,0.038,0.0,0.962,24.516,1.0,1,10,sir_graph_seed_78,test,78
8,0.048,0.0,0.952,24.516,1.0,1,9,sir_graph_seed_78,test,78
9,0.068,0.002,0.93,24.516,1.0,1,8,sir_graph_seed_78,test,78
10,0.096,0.004,0.9,24.516,1.0,1,7,sir_graph_seed_78,test,78
11,0.142,0.004,0.854,24.516,1.0,1,6,sir_graph_seed_78,test,78
12,0.19,0.008,0.802,24.516,1.0,1,5,sir_graph_seed_78,test,78
13,0.264,0.008,0.728,24.516,1.0,1,4,sir_graph_seed_78,test,78
14,0.344,0.01,0.646,24.516,1.0,1,3,sir_graph_seed_78,test,78
15,0.416,0.014,0.57,24.516,1.0,1,2,sir_graph_seed_78,test,78
16,0.526,0.016,0.458,24.516,1.0,1,1,sir_graph_seed_78,test,78
17,0.614,0.022,0.364,24.516,1.0,1,0,sir_graph_seed_78,test,78
0,0.004,0.0,0.996,24.796,2.0,1,16,sir_graph_seed_79,test,79
1,0.006,0.0,0.994,24.796,2.0,1,15,sir_graph_seed_79,test,79
2,0.012,0.0,0.988,24.796,2.0,1,14,sir_graph_seed_79,test,79
3,0.016,0.0,0.984,24.796,2.0,1,13,sir_graph_seed_79,test,79
4,0.026,0.0,0.974,24.796,1.0,1,12,sir_graph_seed_79,test,79
5,0.038,0.0,0.962,24.796,1.0,1,11,sir_graph_seed_79,test,79
6,0.052,0.002,0.946,24.796,1.0,1,10,sir_graph_seed_79,test,79
7,0.066,0.004,0.93,24.796,1.0,1,9,sir_graph_seed_79,test,79
8,0.092,0.004,0.904,24.796,1.0,1,8,sir_graph_seed_79,test,79
9,0.14,0.004,0.856,24.796,1.0,1,7,sir_graph_seed_79,test,79
10,0.18,0.006,0.814,24.796,1.0,1,6,sir_graph_seed_79,test,79
11,0.246,0.006,0.748,24.796,1.0,1,5,sir_graph_seed_79,test,79
12,0.318,0.008,0.674,24.796,1.0,1,4,sir_graph_seed_79,test,79
13,0.414,0.01,0.576,24.796,1.0,1,3,sir_graph_seed_79,test,79
14,0.512,0.012,0.476,24.796,1.0,1,2,sir_graph_seed_79,test,79
15,0.586,0.02,0.394,24.796,1.0,1,1,sir_graph_seed_79,test,79
16,0.68,0.02,0.3,24.796,1.0,1,0,sir_graph_seed_79,test,79
0,0.004,0.0,0.996,25.096,2.0,1,15,sir_graph_seed_80,test,80
1,0.006,0.0,0.994,25.096,1.0,1,14,sir_graph_seed_80,test,80
