t,feature_0,feature_1,feature_2,feature_3,event_indicator,time_to_event,run_id,split,seed
23,3.6321838,46.89,0.28,4689.0,1,15,ant_colony_seed_72,test,72
24,3.6235294,45.255,0.28,4525.5,1,14,ant_colony_seed_72,test,72
25,3.6419754,43.635,0.315,4363.5,1,13,ant_colony_seed_72,test,72
26,3.5952382,42.04,0.315,4204.0,1,12,ant_colony_seed_72,test,72
27,3.6436782,40.455,0.315,4045.5,1,11,ant_colony_seed_72,test,72
28,3.625,38.715,0.295,3871.5,1,10,ant_colony_seed_72,test,72
29,3.6470587,36.96,0.325,3696.0,1,9,ant_colony_seed_72,test,72
30,3.6341465,35.325,0.335,3532.5,1,8,ant_colony_seed_72,test,72
31,3.639535,33.72,0.37,3372.0,1,7,ant_colony_seed_72,test,72
32,3.6309524,32.215,0.38,3221.5,1,6,ant_colony_seed_72,test,72
33,3.6046512,30.655,0.36,3065.5,1,5,ant_colony_seed_72,test,72
34,3.6506023,29.4,0.445,2940.0,1,4,ant_colony_seed_72,test,72
35,3.6049383,28.23,0.47,2823.0,1,3,ant_colony_seed_72,test,72
36,3.6206896,26.965,0.445,2696.5,1,2,ant_colony_seed_72,test,72
37,3.6375,25.875,0.5,2587.5,1,1,ant_colony_seed_72,test,72
38,3.621951,25.08,0.62,2508.0,1,0,ant_colony_seed_72,test,72
0,3.6043956,100.0,0.0,10000.0,1,43,ant_colony_seed_73,test,73
1,3.6067417,97.5,0.0,9750.0,1,42,ant_colony_seed_73,test,73
2,3.6136363,95.0,0.0,9500.0,1,41,ant_colony_seed_73,test,73
3,3.6363637,92.5,0.0,9250.0,1,40,ant_colony_seed_73,test,73
4,3.627907,90.0,0.0,9000.0,1,39,ant_colony_seed_73,test,73
5,3.6162791,87.5,0.0,8750.0,1,38,ant_colony_seed_73,test,73
6,3.626506,85.0,0.0,8500.0,1,37,ant_colony_seed_73,test,73
7,3.6404495,82.5,0.0,8250.0,1,36,ant_colony_seed_73,test,73
8,3.6516855,80.0,0.0,8000.0,1,35,ant_colony_seed_73,test,73
9,3.6067417,77.5,0.0,7750.0,1,34,ant_colony_seed_73,test,73
10,3.6111112,75.0,0.0,7500.0,1,33,ant_colony_seed_73,test,73
11,3.625,72.5,0.0,7250.0,1,32,ant_colony_seed_73,test,73
12,3.6292136,70.0,0.0,7000.0,1,31,ant_colony_seed_73,test,73
13,3.625,67.5,0.02,6750.0,1,30,ant_colony_seed_73,test,73
14,3.6,65.085,0.025,6508.5,1,29,ant_colony_seed_73,test,73
15,3.6333334,62.67,0.025,6267.0,1,28,ant_colony_seed_73,test,73
16,3.625,60.305,0.065,6030.5,1,27,ant_colony_seed_73,test,73
17,3.6195652,57.96,0.065,5796.0,1,26,ant_colony_seed_73,test,73
18,3.6,55.625,0.065,5562.5,1,25,ant_colony_seed_73,test,73
19,3.606383,53.37,0.08,5337.0,1,24,ant_colony_seed_73,test,73
20,3.6091955,51.115,0.08,5111.5,1,23,ant_colony_seed_73,test,73
21,3.6309524,48.96,0.145,4896.0,1,22,ant_colony_seed_73,test,73
22,3.6363637,46.91,0.155,4691.0,1,21,ant_colony_seed_73,test,73
23,3.6,44.95,0.205,4495.0,1,20,ant_colony_seed_73,test,73
24,3.6022727,42.99,0.195,4299.0,1,19,ant_colony_seed_73,test,73
25,3.625,41.1,0.225,4110.0,1,18,ant_colony_seed_73,test,73
26,3.6206896,39.24,0.22,3924.0,1,17,ant_colony_seed_73,test,73
27,3.6179776,37.41,0.27,3741.0,1,16,ant_colony_seed_73,test,73
28,3.597826,35.655,0.265,3565.5,1,15,ant_colony_seed_73,test,73
29,3.6470587,33.945,0.325,3394.5,1,14,ant_colony_seed_73,test,73
30,3.607143,32.305,0.33,3230.5,1,13,ant_colony_seed_73,test,73
31,3.586207,30.705,0.315,3070.5,1,12,ant_colony_seed_73,test,73
32,3.6470587,29.155,0.32,2915.5,1,11,ant_colony_seed_73,test,73
33,3.6162791,27.42,0.315,2742.0,1,10,ant_colony_seed_73,test,73
34,3.612903,25.685,0.305,2568.5,1,9,ant_colony_seed_73,test,73
35,3.5955057,24.27,0.395,2427.0,1,8,ant_colony_seed_73,test,73
36,3.6067417,22.835,0.39,2283.5,1,7,ant_colony_seed_73,test,73
37,3.6046512,21.54,0.47,2154.0,1,6,ant_colony_seed_73,test,73
38,3.6333334,20.41,0.55,2041.0,1,5,ant_colony_seed_73,test,73
39,3.6292136,19.38,0.56,1938.0,1,4,ant_colony_seed_73,test,73
40,3.6341465,18.355,0.535,1835.5,1,3,ant_colony_seed_73,test,73
41,3.6511629,17.35,0.575,1735.0,1,2,ant_colony_seed_73,test,73
42,3.6304348,16.39,0.59,1639.0,1,1,ant_colony_seed_73,test,73
43,3.6091955,15.67,0.64,1567.0,1,0,ant_colony_seed_73,test,73
0,3.6190476,100.0,0.0,10000.0,1,40,ant_colony_seed_74,test,74
1,3.6046512,97.5,0.0,9750.0,1,39,ant_colony_seed_74,test,74
2,3.5813954,95.0,0.0,9500.0,1,38,ant_colony_seed_74,test,74
3,3.6321838,92.5,0.0,9250.0,1,37,ant_colony_seed_74,test,74
4,3.6785715,90.0,0.0,9000.0,1,36,ant_colony_seed_74,test,74
5,3.6547618,87.5,0.0,8750.0,1,35,ant_colony_seed_74,test,74
6,3.6206896,85.0,0.0,8500.0,1,34,ant_colony_seed_74,test,74
7,3.6547618,82.5,0.0,8250.0,1,33,ant_colony_seed_74,test,74
8,3.6470587,80.0,0.0,8000.0,1,32,ant_colony_seed_74,test,74
9,3.6511629,77.5,0.0,7750.0,1,31,ant_colony_seed_74,test,74
10,3.6704545,75.0,0.0,7500.0,1,30,ant_colony_seed_74,test,74
11,3.686747,72.5,0.0,7250.0,1,29,ant_colony_seed_74,test,74
12,3.682353,70.0,0.0,7000.0,1,28,ant_colony_seed_74,test,74
13,3.6904762,67.62,0.065,6762.0,1,27,ant_colony_seed_74,test,74
14,3.6777778,65.29,0.05,6529.0,1,26,ant_colony_seed_74,test,74
15,3.6705883,62.94,0.045,6294.0,1,25,ant_colony_seed_74,test,74
16,3.6363637,60.59,0.045,6059.0,1,24,ant_colony_seed_74,test,74
17,3.682353,58.26,0.06,5826.0,1,23,ant_colony_seed_74,test,74
18,3.6931818,55.965,0.09,5596.5,1,22,ant_colony_seed_74,test,74
19,3.6551723,53.85,0.13,5385.0,1,21,ant_colony_seed_74,test,74
20,3.6363637,51.855,0.17,5185.5,1,20,ant_colony_seed_74,test,74
21,3.6630435,49.84,0.155,4984.0,1,19,ant_colony_seed_74,test,74
22,3.6195652,47.775,0.17,4777.5,1,18,ant_colony_seed_74,test,74
23,3.6263735,45.85,0.23,4585.0,1,17,ant_colony_seed_74,test,74
24,3.6470587,43.9,0.2,4390.0,1,16,ant_colony_seed_74,test,74
25,3.6666667,42.06,0.24,4206.0,1,15,ant_colony_seed_74,test,74
26,3.6588235,40.21,0.255,4021.0,1,14,ant_colony_seed_74,test,74
27,3.6144578,38.3,0.2,3830.0,1,13,ant_colony_seed_74,test,74
28,3.6292136,36.405,0.245,3640.5,1,12,ant_colony_seed_74,test,74
29,3.6470587,34.73,0.345,3473.0,1,11,ant_colony_seed_74,test,74
30,3.6,33.3,0.395,3330.0,1,10,ant_colony_seed_74,test,74
31,3.6091955,31.83,0.375,3183.0,1,9,ant_colony_seed_74,test,74
32,3.6190476,30.565,0.45,3056.5,1,8,ant_colony_seed_74,test,74
33,3.5903614,29.435,0.455,2943.5,1,7,ant_colony_seed_74,test,74
34,3.6144578,28.205,0.46,2820.5,1,6,ant_colony_seed_74,test,74
35,3.6321838,27.045,0.46,2704.5,1,5,ant_colony_seed_74,test,74
36,3.6555555,25.82,0.455,2582.0,1,4,ant_colony_seed_74,test,74
37,3.625,24.62,0.47,2462.0,1,3,ant_colony_seed_74,test,74
38,3.6206896,23.4,0.48,2340.0,1,2,ant_colony_seed_74,test,74
39,3.6470587,22.15,0.49,2215.0,1,1,ant_colony_seed_74,test,74
40,3.6352942,21.18,0.6,2118.0,1,0,ant_colony_seed_74,test,74
0,3.5617979,100.0,0.0,10000.0,1,41,ant_colony_seed_75,test,75
1,3.597701,97.5,0.0,9750.0,1,40,ant_colony_seed_75,test,75
2,3.6067417,95.0,0.0,9500.0,1,39,ant_colony_seed_75,test,75
3,3.5913978,92.5,0.0,9250.0,1,38,ant_colony_seed_75,test,75
4,3.6153846,90.0,0.0,9000.0,1,37,ant_colony_seed_75,test,75
5,3.6067417,87.5,0.0,8750.0,1,36,ant_colony_seed_75,test,75
6,3.6321838,85.0,0.0,8500.0,1,35,ant_colony_seed_75,test,75
7,3.6547618,82.5,0.0,8250.0,1,34,ant_colony_seed_75,test,75
8,3.607143,80.0,0.0,8000.0,1,33,ant_colony_seed_75,test,75
9,3.6190476,77.5,0.0,7750.0,1,32,ant_colony_seed_75,test,75
10,3.6321838,75.0,0.0,7500.0,1,31,ant_colony_seed_75,test,75
11,3.6162791,72.5,0.0,7250.0,1,30,ant_colony_seed_75,test,75
12,3.639535,70.0,0.0,7000.0,1,29,ant_colony_seed_75,test,75
13,3.6321838,67.54,0.025,6754.0,1,28,ant_colony_seed_75,test,75
14,3.6352942,65.065,0.01,6506.5,1,27,ant_colony_seed_75,test,75
15,3.6162791,62.6,0.035,6260.0,1,26,ant_colony_seed_75,test,75
16,3.6111112,60.165,0.035,6016.5,1,25,ant_colony_seed_75,test,75
17,3.6352942,57.76,0.04,5776.0,1,24,ant_colony_seed_75,test,75
18,3.6352942,55.34,0.035,5534.0,1,23,ant_colony_seed_75,test,75
19,3.6206896,52.965,0.055,5296.5,1,22,ant_colony_seed_75,test,75
20,3.5813954,50.74,0.095,5074.0,1,21,ant_colony_seed_75,test,75
21,3.625,48.48,0.13,4848.0,1,20,ant_colony_seed_75,test,75
22,3.6190476,46.445,0.165,4644.5,1,19,ant_colony_seed_75,test,75
23,3.6206896,44.575,0.205,4457.5,1,18,ant_colony_seed_75,test,75
24,3.625,42.65,0.185,4265.0,1,17,ant_colony_seed_75,test,75
25,3.6086957,40.72,0.19,4072.0,1,16,ant_colony_seed_75,test,75
26,3.642857,38.985,0.28,3898.5,1,15,ant_colony_seed_75,test,75
27,3.6296296,37.38,0.295,3738.0,1,14,ant_colony_seed_75,test,75
28,3.6190476,35.83,0.31,3583.0,1,13,ant_colony_seed_75,test,75
29,3.590909,34.245,0.36,3424.5,1,12,ant_colony_seed_75,test,75
30,3.590909,32.6,0.36,3260.0,1,11,ant_colony_seed_75,test,75
31,3.642857,31.06,0.365,3106.0,1,10,ant_colony_seed_75,test,75
32,3.6404495,29.535,0.36,2953.5,1,9,ant_colony_seed_75,test,75
33,3.6136363,28.17,0.445,2817.0,1,8,ant_colony_seed_75,test,75
34,3.6086957,26.895,0.44,2689.5,1,7,ant_colony_seed_75,test,75
35,3.597826,25.755,0.5,2575.5,1,6,ant_colony_seed_75,test,75
36,3.6222222,24.68,0.505,2468.0,1,5,ant_colony_seed_75,test,75
37,3.607143,23.6,0.49,2360.0,1,4,ant_colony_seed_75,test,75
38,3.6,22.65,0.57,2265.0,1,3,ant_colony_seed_75,test,75
39,3.6022727,21.625,0.545,2162.5,1,2,ant_colony_seed_75,test,75
40,3.6235294,20.64,0.545,2064.0,1,1,ant_colony_seed_75,test,75
41,3.6179776,19.82,0.63,1982.0,1,0,ant_colony_seed_75,test,75
0,3.6,100.0,0.0,10000.0,1,44,ant_colony_seed_76,test,76
1,3.588889,97.5,0.0,9750.0,1,43,ant_colony_seed_76,test,76
2,3.597826,95.0,0.0,9500.0,1,42,ant_colony_seed_76,test,76
3,3.6413043,92.5,0.0,9250.0,1,41,ant_colony_seed_76,test,76
4,3.6511629,90.0,0.0,9000.0,1,40,ant_colony_seed_76,test,76
5,3.6190476,87.5,0.0,8750.0,1,39,ant_colony_seed_76,test,76
6,3.6117647,85.0,0.0,8500.0,1,38,ant_colony_seed_76,test,76
7,3.6091955,82.5,0.0,8250.0,1,37,ant_colony_seed_76,test,76
8,3.625,80.0,0.0,8000.0,1,36,ant_colony_seed_76,test,76
9,3.6363637,77.5,0.0,7750.0,1,35,ant_colony_seed_76,test,76
10,3.6516855,75.0,0.0,7500.0,1,34,ant_colony_seed_76,test,76
11,3.6483517,72.5,0.0,7250.0,1,33,ant_colony_seed_76,test,76
12,3.6321838,70.0,0.0,7000.0,1,32,ant_colony_seed_76,test,76
13,3.6444445,67.5,0.0,6750.0,1,31,ant_colony_seed_76,test,76
14,3.642857,65.0,0.0,6500.0,1,30,ant_colony_seed_76,test,76
15,3.6511629,62.51,0.02,6251.0,1,29,ant_colony_seed_76,test,76
16,3.6547618,60.11,0.04,6011.0,1,28,ant_colony_seed_76,test,76
17,3.659091,57.66,0.02,5766.0,1,27,ant_colony_seed_76,test,76
18,3.6626506,55.295,0.05,5529.5,1,26,ant_colony_seed_76,test,76
19,3.6704545,53.05,0.09,5305.0,1,25,ant_colony_seed_76,test,76
20,3.6263735,50.905,0.135,5090.5,1,24,ant_colony_seed_76,test,76
21,3.6321838,48.82,0.22,4882.0,1,23,ant_colony_seed_76,test,76
22,3.6704545,46.945,0.215,4694.5,1,22,ant_colony_seed_76,test,76
23,3.6626506,45.08,0.215,4508.0,1,21,ant_colony_seed_76,test,76
24,3.6506023,43.195,0.215,4319.5,1,20,ant_colony_seed_76,test,76
25,3.6144578,41.275,0.235,4127.5,1,19,ant_colony_seed_76,test,76
26,3.6296296,39.375,0.24,3937.5,1,18,ant_colony_seed_76,test,76
27,3.6144578,37.49,0.23,3749.0,1,17,ant_colony_seed_76,test,76
28,3.6046512,35.635,0.255,3563.5,1,16,ant_colony_seed_76,test,76
29,3.5955057,33.89,0.315,3389.0,1,15,ant_colony_seed_76,test,76
30,3.597701,32.47,0.395,3247.0,1,14,ant_colony_seed_76,test,76
31,3.6222222,31.19,0.41,3119.0,1,13,ant_colony_seed_76,test,76
32,3.639535,29.825,0.425,2982.5,1,12,ant_colony_seed_76,test,76
33,3.6547618,28.59,0.495,2859.0,1,11,ant_colony_seed_76,test,76
34,3.6296296,27.485,0.49,2748.5,1,10,ant_colony_seed_76,test,76
35,3.626506,26.55,0.53,2655.0,1,9,ant_colony_seed_76,test,76
36,3.625,25.455,0.485,2545.5,1,8,ant_colony_seed_76,test,76
37,3.6086957,24.315,0.49,2431.5,1,7,ant_colony_seed_76,test,76
38,3.597701,23.375,0.535,2337.5,1,6,ant_colony_seed_76,test,76
39,3.639535,22.285,0.495,2228.5,1,5,ant_colony_seed_76,test,76
40,3.6470587,21.21,0.53,2121.0,1,4,ant_colony_seed_76,test,76
41,3.586207,20.205,0.565,2020.5,1,3,ant_colony_seed_76,test,76
42,3.5913978,19.325,0.595,1932.5,1,2,ant_colony_seed_76,test,76
43,3.6111112,18.435,0.58,1843.5,1,1,ant_colony_seed_76,test,76
44,3.607143,17.685,0.635,1768.5,1,0,ant_colony_seed_76,test,76
0,3.6321838,100.0,0.0,10000.0,1,41,ant_colony_seed_77,test,77
1,3.6091955,97.5,0.0,9750.0,1,40,ant_colony_seed_77,test,77
2,3.6,95.0,0.0,9500.0,1,39,ant_colony_seed_77,test,77
3,3.6022727,92.5,0.0,9250.0,1,38,ant_colony_seed_77,test,77
4,3.6222222,90.0,0.0,9000.0,1,37,ant_colony_seed_77,test,77
5,3.6091955,87.5,0.0,8750.0,1,36,ant_colony_seed_77,test,77
6,3.6,85.0,0.0,8500.0,1,35,ant_colony_seed_77,test,77
7,3.5747128,82.5,0.0,8250.0,1,34,ant_colony_seed_77,test,77
8,3.6022727,80.0,0.0,8000.0,1,33,ant_colony_seed_77,test,77
9,3.586207,77.5,0.0,7750.0,1,32,ant_colony_seed_77,test,77
10,3.590909,75.0,0.0,7500.0,1,31,ant_colony_seed_77,test,77
11,3.586207,72.5,0.0,7250.0,1,30,ant_colony_seed_77,test,77
12,3.6516855,70.035,0.025,7003.5,1,29,ant_colony_seed_77,test,77
13,3.627907,67.62,0.07,6762.0,1,28,ant_colony_seed_77,test,77
14,3.6091955,65.255,0.045,6525.5,1,27,ant_colony_seed_77,test,77
15,3.6352942,62.97,0.065,6297.0,1,26,ant_colony_seed_77,test,77
16,3.5795455,60.66,0.075,6066.0,1,25,ant_colony_seed_77,test,77
17,3.5930233,58.375,0.065,5837.5,1,24,ant_colony_seed_77,test,77
18,3.5747128,56.13,0.075,5613.0,1,23,ant_colony_seed_77,test,77
19,3.626506,53.965,0.13,5396.5,1,22,ant_colony_seed_77,test,77
20,3.6022727,51.955,0.17,5195.5,1,21,ant_colony_seed_77,test,77
21,3.6,49.95,0.2,4995.0,1,20,ant_colony_seed_77,test,77
22,3.6117647,48.02,0.18,4802.0,1,19,ant_colony_seed_77,test,77
23,3.627907,45.94,0.15,4594.0,1,18,ant_colony_seed_77,test,77
24,3.642857,43.98,0.195,4398.0,1,17,ant_colony_seed_77,test,77
25,3.6046512,42.08,0.225,4208.0,1,16,ant_colony_seed_77,test,77
26,3.642857,40.255,0.25,4025.5,1,15,ant_colony_seed_77,test,77
27,3.6153846,38.555,0.31,3855.5,1,14,ant_colony_seed_77,test,77
28,3.617284,37.01,0.32,3701.0,1,13,ant_colony_seed_77,test,77
29,3.642857,35.27,0.29,3527.0,1,12,ant_colony_seed_77,test,77
30,3.6352942,33.7,0.325,3370.0,1,11,ant_colony_seed_77,test,77
31,3.675,32.19,0.33,3219.0,1,10,ant_colony_seed_77,test,77
32,3.6506023,30.685,0.35,3068.5,1,9,ant_colony_seed_77,test,77
33,3.6235294,29.3,0.395,2930.0,1,8,ant_colony_seed_77,test,77
34,3.626506,27.945,0.445,2794.5,1,7,ant_colony_seed_77,test,77
35,3.6136363,26.765,0.525,2676.5,1,6,ant_colony_seed_77,test,77
36,3.6222222,25.855,0.55,2585.5,1,5,ant_colony_seed_77,test,77
37,3.6049383,25.005,0.565,2500.5,1,4,ant_colony_seed_77,test,77
38,3.5903614,24.155,0.575,2415.5,1,3,ant_colony_seed_77,test,77
39,3.597701,23.35,0.57,2335.0,1,2,ant_colony_seed_77,test,77
40,3.5833333,22.45,0.555,2245.0,1,1,ant_colony_seed_77,test,77
41,3.6136363,21.605,0.64,2160.5,1,0,ant_colony_seed_77,test,77
0,3.6091955,100.0,0.0,10000.0,1,42,ant_colony_seed_78,test,78
1,3.597701,97.5,0.0,9750.0,1,41,ant_colony_seed_78,test,78
2,3.6086957,95.0,0.0,9500.0,1,40,ant_colony_seed_78,test,78
3,3.6363637,92.5,0.0,9250.0,1,39,ant_colony_seed_78,test,78
4,3.5952382,90.0,0.0,9000.0,1,38,ant_colony_seed_78,test,78
5,3.597701,87.5,0.0,8750.0,1,37,ant_colony_seed_78,test,78
6,3.607143,85.0,0.0,8500.0,1,36,ant_colony_seed_78,test,78
7,3.6309524,82.5,0.0,8250.0,1,35,ant_colony_seed_78,test,78
8,3.6585367,80.015,0.05,8001.5,1,34,ant_colony_seed_78,test,78
9,3.6588235,77.64,0.035,7764.0,1,33,ant_colony_seed_78,test,78
10,3.678161,75.305,0.045,7530.5,1,32,ant_colony_seed_78,test,78
11,3.625,73.02,0.075,7302.0,1,31,ant_colony_seed_78,test,78
12,3.6404495,70.73,0.06,7073.0,1,30,ant_colony_seed_78,test,78
13,3.6666667,68.4,0.05,6840.0,1,29,ant_colony_seed_78,test,78
14,3.6666667,66.07,0.05,6607.0,1,28,ant_colony_seed_78,test,78
15,3.6144578,63.73,0.06,6373.0,1,27,ant_colony_seed_78,test,78
16,3.5952382,61.445,0.065,6144.5,1,26,ant_colony_seed_78,test,78
17,3.5903614,59.18,0.07,5918.0,1,25,ant_colony_seed_78,test,78
18,3.5882354,56.985,0.11,5698.5,1,24,ant_colony_seed_78,test,78
19,3.6022727,54.76,0.105,5476.0,1,23,ant_colony_seed_78,test,78
20,3.6091955,52.54,0.095,5254.0,1,22,ant_colony_seed_78,test,78
21,3.6206896,50.31,0.1,5031.0,1,21,ant_colony_seed_78,test,78
22,3.625,48.17,0.165,4817.0,1,20,ant_colony_seed_78,test,78
23,3.607143,46.17,0.175,4617.0,1,19,ant_colony_seed_78,test,78
24,3.6022727,44.155,0.185,4415.5,1,18,ant_colony_seed_78,test,78
25,3.609756,42.26,0.245,4226.0,1,17,ant_colony_seed_78,test,78
26,3.6179776,40.43,0.265,4043.0,1,16,ant_colony_seed_78,test,78
27,3.590909,38.675,0.27,3867.5,1,15,ant_colony_seed_78,test,78
28,3.5824175,37.115,0.33,3711.5,1,14,ant_colony_seed_78,test,78
29,3.6,35.485,0.32,3548.5,1,13,ant_colony_seed_78,test,78
30,3.5833333,33.825,0.365,3382.5,1,12,ant_colony_seed_78,test,78
31,3.5925925,32.525,0.43,3252.5,1,11,ant_colony_seed_78,test,78
32,3.6022727,31.24,0.425,3124.0,1,10,ant_colony_seed_78,test,78
33,3.597701,29.885,0.425,2988.5,1,9,ant_colony_seed_78,test,78
34,3.5903614,28.65,0.46,2865.0,1,8,ant_colony_seed_78,test,78
35,3.5930233,27.61,0.525,2761.0,1,7,ant_colony_seed_78,test,78
36,3.6511629,26.69,0.525,2669.0,1,6,ant_colony_seed_78,test,78
37,3.6506023,25.715,0.54,2571.5,1,5,ant_colony_seed_78,test,78
38,3.6117647,24.615,0.485,2461.5,1,4,ant_colony_seed_78,test,78
39,3.6309524,23.415,0.46,2341.5,1,3,ant_colony_seed_78,test,78
40,3.6046512,22.35,0.505,2235.0,1,2,ant_colony_seed_78,test,78
41,3.6235294,21.18,0.55,2118.0,1,1,ant_colony_seed_78,test,78
42,3.5955057,20.35,0.625,2035.0,1,0,ant_colony_seed_78,test,78
0,3.6022727,100.0,0.0,10000.0,1,51,ant_colony_seed_79,test,79
1,3.5714285,97.5,0.0,9750.0,1,50,ant_colony_seed_79,test,79
2,3.5625,95.0,0.0,9500.0,1,49,ant_colony_seed_79,test,79
3,3.5882354,92.5,0.0,9250.0,1,48,ant_colony_seed_79,test,79
4,3.5595238,90.0,0.0,9000.0,1,47,ant_colony_seed_79,test,79
5,3.5783134,87.5,0.0,8750.0,1,46,ant_colony_seed_79,test,79
6,3.5903614,85.0,0.0,8500.0,1,45,ant_colony_seed_79,test,79
7,3.5731707,82.5,0.0,8250.0,1,44,ant_colony_seed_79,test,79
8,3.5903614,80.0,0.0,8000.0,1,43,ant_colony_seed_79,test,79
9,3.6067417,77.5,0.0,7750.0,1,42,ant_colony_seed_79,test,79
10,3.6235294,75.0,0.0,7500.0,1,41,ant_colony_seed_79,test,79
11,3.6022727,72.5,0.0,7250.0,1,40,ant_colony_seed_79,test,79
12,3.6235294,70.0,0.0,7000.0,1,39,ant_colony_seed_79,test,79
13,3.6352942,67.54,0.02,6754.0,1,38,ant_colony_seed_79,test,79
14,3.5952382,65.24,0.095,6524.0,1,37,ant_colony_seed_79,test,79
15,3.6,63.01,0.095,6301.0,1,36,ant_colony_seed_79,test,79
16,3.609756,60.945,0.145,6094.5,1,35,ant_colony_seed_79,test,79
17,3.597701,58.78,0.11,5878.0,1,34,ant_colony_seed_79,test,79
18,3.627907,56.69,0.17,5669.0,1,33,ant_colony_seed_79,test,79
19,3.625,54.63,0.16,5463.0,1,32,ant_colony_seed_79,test,79
20,3.625,52.77,0.21,5277.0,1,31,ant_colony_seed_79,test,79
21,3.5882354,50.93,0.22,5093.0,1,30,ant_colony_seed_79,test,79
22,3.6162791,49.095,0.215,4909.5,1,29,ant_colony_seed_79,test,79
23,3.580247,47.23,0.23,4723.0,1,28,ant_colony_seed_79,test,79
24,3.6363637,45.55,0.285,4555.0,1,27,ant_colony_seed_79,test,79
25,3.6309524,43.94,0.31,4394.0,1,26,ant_colony_seed_79,test,79
26,3.607143,42.295,0.365,4229.5,1,25,ant_colony_seed_79,test,79
27,3.6190476,40.86,0.38,4086.0,1,24,ant_colony_seed_79,test,79
28,3.6117647,39.52,0.39,3952.0,1,23,ant_colony_seed_79,test,79
29,3.5930233,38.21,0.425,3821.0,1,22,ant_colony_seed_79,test,79
30,3.626506,36.895,0.41,3689.5,1,21,ant_colony_seed_79,test,79
31,3.6463416,35.63,0.41,3563.0,1,20,ant_colony_seed_79,test,79
32,3.6190476,34.3,0.405,3430.0,1,19,ant_colony_seed_79,test,79
33,3.607143,33.05,0.465,3305.0,1,18,ant_colony_seed_79,test,79
34,3.586207,31.82,0.465,3182.0,1,17,ant_colony_seed_79,test,79
35,3.6136363,30.6,0.485,3060.0,1,16,ant_colony_seed_79,test,79
36,3.6321838,29.565,0.52,2956.5,1,15,ant_colony_seed_79,test,79
37,3.590909,28.47,0.5,2847.0,1,14,ant_colony_seed_79,test,79
38,3.6190476,27.33,0.51,2733.0,1,13,ant_colony_seed_79,test,79
39,3.6022727,26.315,0.53,2631.5,1,12,ant_colony_seed_79,test,79
40,3.6470587,25.385,0.54,2538.5,1,11,ant_colony_seed_79,test,79
41,3.6179776,24.465,0.575,2446.5,1,10,ant_colony_seed_79,test,79
42,3.5842698,23.55,0.565,2355.0,1,9,ant_colony_seed_79,test,79
43,3.6222222,22.645,0.585,2264.5,1,8,ant_colony_seed_79,test,79
44,3.5930233,21.81,0.57,2181.0,1,7,ant_colony_seed_79,test,79
45,3.597701,20.91,0.575,2091.0,1,6,ant_colony_seed_79,test,79
46,3.6179776,19.86,0.54,1986.0,1,5,ant_colony_seed_79,test,79
47,3.5813954,18.835,0.53,1883.5,1,4,ant_colony_seed_79,test,79
48,3.5777779,17.815,0.575,1781.5,1,3,ant_colony_seed_79,test,79
49,3.590909,16.795,0.555,1679.5,1,2,ant_colony_seed_79,test,79
50,3.5795455,15.835,0.57,1583.5,1,1,ant_colony_seed_79,test,79
51,3.5853658,15.025,0.62,1502.5,1,0,ant_colony_seed_79,test,79
0,3.597701,100.0,0.0,10000.0,1,46,ant_colony_seed_80,test,80
1,3.6022727,97.5,0.0,9750.0,1,45,ant_colony_seed_80,test,80
2,3.6206896,95.0,0.0,9500.0,1,44,ant_colony_seed_80,test,80
3,3.6136363,92.5,0.0,9250.0,1,43,ant_colony_seed_80,test,80
4,3.625,90.0,0.0,9000.0,1,42,ant_colony_seed_80,test,80
5,3.625,87.5,0.0,8750.0,1,41,ant_colony_seed_80,test,80
6,3.6551723,85.0,0.0,8500.0,1,40,ant_colony_seed_80,test,80
7,3.6666667,82.5,0.0,8250.0,1,39,ant_colony_seed_80,test,80
8,3.6666667,80.0,0.0,8000.0,1,38,ant_colony_seed_80,test,80
9,3.6746988,77.5,0.0,7750.0,1,37,ant_colony_seed_80,test,80
10,3.6746988,75.0,0.0,7500.0,1,36,ant_colony_seed_80,test,80
11,3.670886,72.57,0.03,7257.0,1,35,ant_colony_seed_80,test,80
12,3.5783134,70.27,0.06,7027.0,1,34,ant_colony_seed_80,test,80
13,3.6153846,68.1,0.12,6810.0,1,33,ant_colony_seed_80,test,80
14,3.6790123,65.825,0.095,6582.5,1,32,ant_colony_seed_80,test,80
15,3.6705883,63.63,0.095,6363.0,1,31,ant_colony_seed_80,test,80
16,3.6022727,61.355,0.075,6135.5,1,30,ant_colony_seed_80,test,80
17,3.6333334,59.08,0.08,5908.0,1,29,ant_colony_seed_80,test,80
18,3.6144578,56.81,0.085,5681.0,1,28,ant_colony_seed_80,test,80
19,3.6309524,54.55,0.09,5455.0,1,27,ant_colony_seed_80,test,80
20,3.6235294,52.415,0.13,5241.5,1,26,ant_colony_seed_80,test,80
21,3.6470587,50.32,0.155,5032.0,1,25,ant_colony_seed_80,test,80
22,3.6470587,48.34,0.185,4834.0,1,24,ant_colony_seed_80,test,80
23,3.6463416,46.255,0.19,4625.5,1,23,ant_colony_seed_80,test,80
24,3.6547618,44.58,0.305,4458.0,1,22,ant_colony_seed_80,test,80
25,3.6206896,43.01,0.335,4301.0,1,21,ant_colony_seed_80,test,80
26,3.6593406,41.555,0.36,4155.5,1,20,ant_colony_seed_80,test,80
